dest room,bill room,date,time,#orders,menu id
restaurant,S51,16-01-07,8:55:00 AM,5,12
restaurant,L8,16-02-10,6:02:00 PM,4,12
L8,L8,16-02-12,4:49:00 AM,2,13
restaurant,S18,16-03-05,12:55:00 AM,3,7
S19,S19,16-03-06,7:25:00 AM,1,7
L9,L9,16-01-13,3:25:00 AM,2,12
L9,L9,16-01-13,2:31:00 AM,1,8
L10,L10,16-01-13,10:15:00 PM,3,8
L11,L11,16-01-15,1:13:00 PM,2,2
L11,L11,16-01-11,7:55:00 AM,1,2
restaurant,L11,16-01-10,9:35:00 AM,4,0
restaurant,L11,16-01-07,12:12:00 AM,5,1
restaurant,L11,16-01-12,9:39:00 AM,2,11
S24,S24,16-03-17,2:01:00 PM,1,1
S25,S25,16-03-19,10:00:00 AM,2,14
S26,S26,16-03-17,5:16:00 PM,1,6
restaurant,S26,16-03-16,11:18:00 PM,4,1
restaurant,S27,16-03-19,2:23:00 AM,4,12
S27,S27,16-03-18,9:35:00 PM,4,8
restaurant,S28,16-03-20,4:42:00 AM,4,6
restaurant,S28,16-03-16,10:41:00 PM,5,10
L6,L6,16-02-14,9:42:00 PM,4,14
restaurant,L6,16-02-14,8:55:00 PM,5,3
L5,L5,16-01-20,1:19:00 AM,2,2
L6,L6,16-01-19,1:47:00 AM,5,14
restaurant,N22,16-01-06,4:12:00 PM,2,4
N23,N23,16-01-05,3:00:00 PM,1,7
N26,N26,16-01-04,1:03:00 AM,1,3
S53,S53,16-01-13,8:49:00 AM,4,0
restaurant,S53,16-01-13,5:43:00 PM,3,13
S54,S54,16-01-12,4:11:00 AM,1,0
restaurant,S33,16-01-26,12:36:00 AM,4,14
restaurant,S37,16-01-29,7:23:00 AM,4,1
restaurant,L11,16-03-30,9:33:00 PM,2,4
L7,L7,16-01-19,3:42:00 PM,5,6
restaurant,L7,16-01-18,8:44:00 AM,4,4
L7,L7,16-01-15,9:01:00 PM,1,11
restaurant,L7,16-01-22,10:56:00 AM,3,1
L7,L7,16-01-18,9:03:00 PM,3,8
restaurant,L8,16-01-18,3:13:00 PM,4,7
L8,L8,16-01-16,2:40:00 PM,2,6
L12,L12,16-03-16,8:49:00 AM,3,15
L12,L12,16-03-16,3:42:00 AM,1,3
L13,L13,16-03-17,10:29:00 PM,2,2
restaurant,L18,16-03-29,12:53:00 PM,4,4
restaurant,S98,16-01-07,7:13:00 PM,3,8
S99,S99,16-01-08,10:10:00 PM,3,15
restaurant,S101,16-01-08,9:40:00 PM,5,10
restaurant,L12,16-01-14,4:00:00 AM,2,2
restaurant,L16,16-03-12,2:24:00 AM,2,3
L16,L16,16-03-12,3:36:00 AM,5,6
restaurant,L16,16-03-10,5:48:00 PM,1,12
restaurant,L17,16-03-07,7:32:00 AM,4,5
restaurant,L17,16-03-13,8:04:00 AM,2,0
L17,L17,16-03-11,6:07:00 AM,5,2
restaurant,L17,16-03-10,8:45:00 PM,3,15
L7,L7,16-01-28,10:07:00 PM,4,12
restaurant,D21,16-03-06,2:09:00 AM,5,7
restaurant,L18,16-03-10,7:47:00 AM,3,5
S60,S60,16-01-17,3:35:00 PM,4,1
S60,S60,16-01-15,3:33:00 AM,5,3
S69,S69,16-01-16,11:45:00 AM,2,11
S70,S70,16-01-16,1:04:00 AM,1,13
S71,S71,16-01-17,7:46:00 AM,5,9
restaurant,S71,16-01-16,3:47:00 PM,5,3
S72,S72,16-01-12,7:49:00 PM,1,4
restaurant,S73,16-01-11,8:40:00 PM,2,14
S74,S74,16-01-11,4:51:00 AM,4,14
restaurant,S20,16-01-21,12:35:00 AM,5,10
restaurant,S35,16-01-18,8:05:00 AM,4,6
restaurant,S37,16-01-17,5:48:00 PM,1,5
restaurant,L24,16-02-22,3:44:00 PM,1,6
L13,L13,16-01-14,12:31:00 PM,1,0
restaurant,L13,16-01-16,12:09:00 AM,5,9
restaurant,L13,16-01-14,7:15:00 PM,3,11
L13,L13,16-02-09,11:07:00 AM,4,3
L13,L13,16-02-08,5:42:00 AM,3,6
restaurant,L15,16-03-18,7:26:00 AM,3,6
restaurant,L7,16-01-09,12:40:00 AM,1,6
L7,L7,16-01-07,10:02:00 AM,4,7
restaurant,D12,16-01-16,9:09:00 AM,1,1
restaurant,S23,16-02-07,6:56:00 AM,3,10
restaurant,L19,16-02-23,6:39:00 AM,1,4
L32,L32,16-03-08,4:51:00 AM,4,0
L33,L33,16-03-08,5:21:00 PM,2,5
S13,S13,16-02-01,7:53:00 AM,1,9
restaurant,S14,16-01-30,9:37:00 AM,2,15
restaurant,L0,16-03-31,11:53:00 PM,4,4
restaurant,L0,16-03-29,2:13:00 PM,1,14
restaurant,L0,16-04-06,3:17:00 AM,1,4
restaurant,L0,16-04-02,10:37:00 PM,5,7
restaurant,L15,16-02-07,3:55:00 AM,3,14
L16,L16,16-02-07,7:19:00 PM,2,1
restaurant,L16,16-03-15,2:04:00 AM,5,8
S29,S29,16-03-20,3:00:00 AM,5,7
restaurant,S30,16-03-25,9:19:00 PM,4,0
S30,S30,16-03-18,10:51:00 AM,5,10
restaurant,S2,16-03-20,9:32:00 AM,3,7
S18,S18,16-03-21,4:26:00 PM,5,7
restaurant,S22,16-03-18,6:56:00 PM,3,8
S31,S31,16-03-25,9:42:00 AM,1,10
restaurant,S31,16-03-22,7:32:00 AM,2,4
restaurant,S33,16-03-19,12:01:00 AM,3,4
restaurant,S34,16-03-18,7:49:00 AM,4,6
restaurant,S34,16-03-20,10:48:00 AM,2,12
restaurant,L8,16-03-02,7:59:00 AM,2,10
restaurant,L8,16-02-29,6:42:00 AM,2,5
restaurant,L15,16-01-22,7:30:00 AM,4,10
restaurant,L15,16-01-23,9:30:00 PM,4,9
restaurant,L15,16-01-21,11:03:00 PM,4,9
restaurant,L14,16-01-18,12:50:00 PM,4,2
restaurant,L14,16-01-09,10:09:00 PM,3,13
restaurant,L14,16-01-14,3:17:00 PM,3,9
restaurant,L14,16-01-18,5:05:00 PM,4,9
L15,L15,16-01-16,9:19:00 PM,3,11
L15,L15,16-01-11,1:52:00 PM,1,13
restaurant,L17,16-03-21,5:39:00 PM,1,9
L17,L17,16-03-18,2:36:00 AM,1,11
restaurant,L17,16-03-16,3:46:00 AM,4,14
L17,L17,16-03-17,10:28:00 PM,3,1
L18,L18,16-03-21,11:09:00 AM,4,3
restaurant,L16,16-01-23,5:54:00 PM,2,13
L9,L9,16-02-02,12:07:00 AM,3,3
L9,L9,16-02-06,3:22:00 AM,1,15
restaurant,D6,16-01-11,1:12:00 PM,3,6
restaurant,L12,16-04-01,7:42:00 PM,3,6
restaurant,L13,16-03-30,1:12:00 PM,1,6
restaurant,L13,16-03-31,1:46:00 AM,3,0
restaurant,D12,16-02-08,9:04:00 PM,3,4
N53,N53,16-03-29,8:26:00 PM,1,3
restaurant,L20,16-01-14,12:03:00 AM,5,7
S7,S7,16-03-28,6:28:00 PM,3,12
restaurant,S34,16-03-29,12:03:00 AM,5,6
restaurant,S38,16-03-30,11:14:00 PM,4,2
restaurant,L21,16-03-19,4:49:00 PM,1,4
restaurant,L21,16-03-13,5:05:00 AM,3,5
L21,L21,16-03-14,4:02:00 PM,1,13
L9,L9,16-01-21,4:54:00 AM,4,7
restaurant,S125,16-03-25,8:37:00 PM,3,14
restaurant,L18,16-01-21,1:41:00 PM,5,11
restaurant,L18,16-01-24,5:44:00 AM,3,4
restaurant,L18,16-01-21,12:12:00 PM,2,3
L18,L18,16-01-13,6:00:00 AM,5,8
restaurant,L19,16-01-11,12:30:00 AM,5,0
S25,S25,16-02-13,11:52:00 AM,2,3
restaurant,S25,16-02-10,7:40:00 PM,1,12
restaurant,L11,16-01-20,12:39:00 PM,4,15
L11,L11,16-01-20,4:11:00 AM,4,1
S76,S76,16-01-12,4:28:00 PM,1,5
S77,S77,16-01-09,4:12:00 AM,3,11
S79,S79,16-01-14,10:10:00 AM,5,14
restaurant,S80,16-01-15,1:39:00 AM,1,5
restaurant,S81,16-01-12,10:53:00 PM,5,12
L20,L20,16-02-23,2:21:00 AM,2,5
L24,L24,16-02-24,8:30:00 PM,5,4
restaurant,S11,16-03-15,11:36:00 PM,3,15
restaurant,S13,16-03-12,11:37:00 AM,3,9
restaurant,S35,16-03-24,2:32:00 PM,4,5
S36,S36,16-03-22,2:50:00 AM,2,7
restaurant,S37,16-03-23,9:06:00 AM,5,7
restaurant,S38,16-03-23,4:58:00 PM,5,10
restaurant,N44,16-02-19,11:31:00 PM,2,1
restaurant,N47,16-02-12,7:50:00 PM,3,7
restaurant,N48,16-02-12,11:16:00 PM,1,15
S41,S41,16-01-19,7:35:00 PM,1,2
restaurant,L14,16-03-29,11:19:00 AM,5,15
restaurant,L14,16-03-27,7:59:00 AM,3,11
L14,L14,16-03-26,5:48:00 PM,1,14
restaurant,L14,16-03-26,4:56:00 AM,3,7
restaurant,S7,16-03-29,9:36:00 PM,1,0
restaurant,L12,16-01-18,9:34:00 PM,2,15
L12,L12,16-01-15,9:33:00 PM,5,12
L12,L12,16-01-20,8:37:00 AM,5,3
restaurant,L15,16-03-31,9:23:00 AM,4,8
L15,L15,16-04-01,8:29:00 AM,2,8
S36,S36,16-03-22,4:25:00 AM,5,15
restaurant,S38,16-03-19,7:39:00 PM,2,9
restaurant,S39,16-03-21,5:34:00 PM,4,12
L2,L2,16-03-11,1:34:00 PM,3,2
restaurant,L2,16-03-14,6:22:00 AM,2,6
S9,S9,16-02-27,11:18:00 AM,1,4
S10,S10,16-02-26,11:23:00 AM,2,5
S43,S43,16-03-25,10:02:00 PM,3,9
S44,S44,16-03-25,6:53:00 AM,3,0
restaurant,S45,16-03-23,4:32:00 AM,1,6
restaurant,S47,16-03-23,7:12:00 PM,5,10
restaurant,L15,16-02-13,3:45:00 AM,1,4
L15,L15,16-02-11,6:52:00 AM,1,12
L16,L16,16-02-09,12:05:00 AM,5,10
restaurant,L16,16-02-12,2:38:00 AM,2,10
restaurant,L16,16-02-13,4:31:00 PM,4,6
restaurant,S12,16-02-23,5:53:00 PM,1,2
restaurant,S13,16-02-26,12:19:00 AM,5,9
S14,S14,16-02-26,1:52:00 AM,5,7
restaurant,S14,16-02-23,8:37:00 AM,4,7
restaurant,L12,16-01-28,9:36:00 PM,2,12
restaurant,L19,16-03-23,12:34:00 AM,4,8
L19,L19,16-03-22,2:25:00 PM,3,14
restaurant,L19,16-03-24,4:06:00 PM,3,10
restaurant,L19,16-03-08,3:03:00 PM,4,2
restaurant,L19,16-03-20,3:12:00 PM,3,11
L19,L19,16-03-06,3:46:00 AM,1,12
restaurant,L19,16-03-19,7:47:00 PM,4,11
L19,L19,16-03-14,9:46:00 AM,4,7
restaurant,L20,16-03-22,1:27:00 AM,2,13
L20,L20,16-03-07,4:10:00 PM,5,11
restaurant,X15,16-02-12,9:26:00 AM,3,12
restaurant,X16,16-02-08,8:49:00 AM,2,14
restaurant,L10,16-01-29,11:52:00 PM,3,15
L10,L10,16-01-31,11:02:00 AM,4,9
L14,L14,16-01-18,3:43:00 PM,2,13
restaurant,L24,16-03-16,1:17:00 PM,1,4
L24,L24,16-03-14,5:40:00 AM,3,2
restaurant,L24,16-03-14,6:56:00 AM,2,12
restaurant,L24,16-03-15,1:16:00 AM,5,0
restaurant,N39,16-03-28,5:15:00 PM,3,13
restaurant,N41,16-03-20,5:22:00 PM,5,14
S19,S19,16-01-26,9:14:00 AM,1,12
restaurant,S20,16-01-27,6:35:00 AM,2,4
restaurant,S50,16-03-01,11:20:00 PM,4,9
restaurant,S50,16-02-26,11:12:00 AM,2,0
restaurant,L25,16-03-15,9:04:00 PM,1,0
L21,L21,16-03-07,6:55:00 PM,2,10
restaurant,L21,16-03-05,8:27:00 PM,5,6
restaurant,L6,16-01-19,8:43:00 PM,4,6
restaurant,S35,16-03-17,11:42:00 AM,3,7
S36,S36,16-03-11,9:50:00 PM,2,8
S36,S36,16-03-16,2:24:00 AM,2,14
restaurant,S37,16-03-15,6:15:00 AM,3,6
S37,S37,16-03-13,9:06:00 PM,1,12
D21,D21,16-01-27,7:50:00 PM,2,6
L9,L9,16-02-22,7:41:00 PM,3,11
restaurant,L9,16-02-24,8:10:00 AM,3,0
restaurant,L16,16-03-23,1:31:00 PM,5,15
L16,L16,16-03-24,5:02:00 PM,4,6
restaurant,L16,16-03-23,4:39:00 AM,1,9
L16,L16,16-03-21,4:29:00 PM,2,8
restaurant,S48,16-03-26,5:55:00 AM,3,4
restaurant,L20,16-01-22,1:13:00 PM,3,6
L20,L20,16-01-20,11:02:00 PM,1,13
L17,L17,16-02-17,11:10:00 AM,3,0
L17,L17,16-02-09,7:35:00 AM,4,3
L17,L17,16-02-14,6:51:00 AM,3,10
restaurant,L17,16-02-07,7:15:00 PM,2,10
restaurant,L17,16-02-16,2:37:00 AM,3,11
restaurant,L17,16-02-07,3:59:00 PM,1,4
restaurant,L17,16-02-16,2:43:00 AM,2,8
restaurant,L10,16-01-17,4:17:00 PM,3,13
restaurant,L7,16-02-15,5:35:00 AM,1,14
L14,L14,16-01-26,8:08:00 PM,1,1
L12,L12,16-01-31,5:39:00 PM,2,9
restaurant,L12,16-02-03,9:11:00 PM,3,14
restaurant,L12,16-01-29,5:17:00 AM,4,6
L9,L9,16-02-13,2:06:00 AM,1,0
restaurant,L18,16-01-18,1:08:00 PM,1,13
L18,L18,16-01-18,4:14:00 AM,4,1
restaurant,L13,16-01-27,4:36:00 PM,3,6
L13,L13,16-02-02,7:00:00 PM,5,6
restaurant,L13,16-01-25,8:29:00 PM,2,14
restaurant,L13,16-01-31,10:19:00 AM,5,6
restaurant,L13,16-01-30,5:54:00 PM,4,5
S83,S83,16-01-12,2:46:00 AM,5,8
S84,S84,16-01-11,7:48:00 AM,3,5
L21,L21,16-01-09,9:19:00 PM,5,14
restaurant,L21,16-01-10,6:37:00 AM,1,15
L22,L22,16-01-09,10:50:00 PM,3,9
restaurant,L22,16-01-07,1:14:00 AM,1,8
L22,L22,16-01-15,1:08:00 AM,3,2
restaurant,S51,16-02-27,5:11:00 AM,3,4
restaurant,S52,16-02-28,7:59:00 AM,1,5
restaurant,S53,16-02-27,8:36:00 AM,5,10
S5,S5,16-01-03,3:25:00 PM,3,10
S6,S6,16-01-02,7:26:00 PM,2,7
restaurant,S7,16-01-06,9:59:00 PM,1,7
S8,S8,16-01-04,4:09:00 AM,5,1
restaurant,S10,16-01-05,11:30:00 AM,1,4
restaurant,S54,16-03-01,6:25:00 AM,1,11
restaurant,S55,16-03-03,5:01:00 AM,3,1
restaurant,S56,16-02-28,2:22:00 AM,4,14
restaurant,D17,16-02-03,10:32:00 AM,3,11
restaurant,L10,16-02-24,2:16:00 AM,3,14
restaurant,L10,16-02-21,4:01:00 AM,1,9
restaurant,S54,16-03-22,1:20:00 PM,4,14
S56,S56,16-03-23,6:00:00 AM,2,12
restaurant,S57,16-03-23,4:57:00 PM,1,7
S41,S41,16-03-16,3:51:00 AM,3,5
restaurant,S41,16-03-18,5:19:00 AM,5,13
restaurant,S42,16-03-17,6:13:00 PM,4,12
restaurant,S42,16-03-20,9:40:00 AM,1,13
S43,S43,16-03-16,12:18:00 AM,2,13
S32,S32,16-02-08,4:05:00 AM,2,8
restaurant,S33,16-02-07,12:55:00 PM,2,9
restaurant,N35,16-01-22,5:37:00 PM,3,9
restaurant,N36,16-01-20,1:32:00 PM,3,13
restaurant,N37,16-01-15,9:12:00 PM,2,6
restaurant,N38,16-01-16,7:34:00 PM,2,9
restaurant,N40,16-01-11,5:59:00 PM,3,11
restaurant,S15,16-01-23,8:45:00 PM,2,4
restaurant,S16,16-01-24,5:22:00 PM,1,15
restaurant,S18,16-01-23,2:08:00 AM,4,8
restaurant,L9,16-03-02,5:45:00 PM,1,6
L9,L9,16-02-29,12:32:00 AM,2,11
S29,S29,16-03-07,7:39:00 PM,3,14
S67,S67,16-01-30,10:23:00 PM,2,5
restaurant,S68,16-01-26,2:05:00 PM,5,1
S88,S88,16-01-16,9:41:00 PM,2,13
restaurant,S89,16-01-16,1:44:00 PM,4,4
S89,S89,16-01-13,10:55:00 AM,1,2
restaurant,L14,16-01-30,1:34:00 AM,2,15
S21,S21,16-02-19,5:42:00 PM,4,9
S23,S23,16-02-13,1:51:00 PM,4,10
S23,S23,16-02-14,12:57:00 AM,3,9
S24,S24,16-02-12,4:43:00 AM,3,10
restaurant,S24,16-02-16,5:19:00 PM,4,15
S24,S24,16-02-19,8:16:00 AM,4,3
restaurant,S25,16-02-15,3:53:00 PM,1,6
restaurant,S25,16-02-18,9:21:00 AM,4,9
restaurant,S91,16-01-11,7:03:00 PM,2,2
S93,S93,16-01-13,7:02:00 AM,2,1
L22,L22,16-03-05,6:39:00 AM,4,0
restaurant,L22,16-03-06,3:45:00 PM,1,0
L22,L22,16-03-05,11:33:00 AM,4,6
restaurant,X14,16-02-29,7:44:00 PM,3,15
restaurant,S39,16-01-08,8:28:00 PM,5,1
N32,N32,16-03-01,2:09:00 AM,4,2
L6,L6,16-01-03,11:32:00 AM,3,0
L17,L17,16-03-24,10:06:00 PM,3,3
L17,L17,16-03-20,3:46:00 PM,5,12
restaurant,L17,16-03-25,8:18:00 AM,2,9
S57,S57,16-03-03,8:53:00 AM,1,2
S58,S58,16-03-04,5:35:00 AM,2,14
S59,S59,16-03-04,7:55:00 PM,1,4
S60,S60,16-03-03,5:51:00 PM,3,1
L10,L10,16-02-28,3:23:00 PM,1,13
restaurant,L10,16-02-28,1:08:00 PM,4,7
restaurant,S11,16-01-03,10:24:00 PM,4,5
restaurant,L37,16-03-02,5:17:00 AM,2,11
L37,L37,16-03-02,4:13:00 PM,5,0
S20,S20,16-01-21,1:29:00 AM,1,5
L12,L12,16-01-10,11:37:00 AM,4,15
S56,S56,16-01-13,7:28:00 AM,2,3
restaurant,S57,16-01-13,7:20:00 PM,4,13
restaurant,L15,16-01-31,10:17:00 PM,1,2
restaurant,L15,16-01-31,10:41:00 AM,2,1
L16,L16,16-01-30,9:28:00 AM,4,15
L16,L16,16-02-01,11:24:00 AM,4,3
S17,S17,16-01-02,4:49:00 PM,5,13
restaurant,S19,16-01-03,10:46:00 PM,3,8
S20,S20,16-01-08,1:20:00 AM,5,8
restaurant,S21,16-01-01,3:30:00 PM,4,0
S22,S22,16-01-08,12:24:00 PM,1,13
restaurant,S22,16-01-06,7:29:00 PM,5,2
L23,L23,16-03-07,1:13:00 PM,2,1
L7,L7,16-01-04,11:37:00 PM,5,12
restaurant,L7,16-01-03,2:08:00 AM,4,12
restaurant,L7,16-01-05,4:12:00 PM,1,3
L7,L7,16-01-02,1:14:00 PM,3,9
restaurant,L8,16-01-05,11:01:00 AM,2,10
restaurant,L8,16-01-06,4:01:00 AM,3,3
L8,L8,16-01-04,5:38:00 PM,2,6
S20,S20,16-03-02,12:53:00 PM,1,12
restaurant,S20,16-03-02,2:30:00 AM,1,10
restaurant,S20,16-02-29,3:32:00 PM,4,15
restaurant,S21,16-03-04,2:04:00 PM,2,6
S22,S22,16-02-22,2:28:00 AM,5,3
S22,S22,16-02-19,12:30:00 PM,1,9
restaurant,S22,16-03-03,10:15:00 PM,4,12
S23,S23,16-03-01,5:11:00 PM,1,10
S23,S23,16-02-26,10:21:00 PM,3,4
restaurant,S23,16-03-05,7:53:00 AM,2,0
restaurant,S23,16-02-19,10:43:00 AM,1,9
S23,S23,16-02-23,7:52:00 PM,4,11
L18,L18,16-02-13,5:52:00 PM,2,14
restaurant,L19,16-02-13,7:35:00 AM,2,4
L19,L19,16-02-14,12:48:00 AM,5,15
restaurant,S63,16-03-29,5:30:00 PM,4,9
restaurant,S63,16-03-23,9:23:00 AM,3,13
L22,L22,16-03-25,9:58:00 AM,1,8
L23,L23,16-03-28,7:25:00 PM,4,6
restaurant,N60,16-03-27,6:27:00 AM,3,11
N61,N61,16-03-30,6:23:00 PM,5,9
L16,L16,16-03-29,2:44:00 AM,2,1
restaurant,N63,16-02-06,12:56:00 AM,5,11
restaurant,N64,16-02-02,11:29:00 AM,2,13
restaurant,N66,16-02-08,8:34:00 PM,5,1
restaurant,L20,16-03-26,9:32:00 AM,3,10
N68,N68,16-02-08,2:23:00 AM,1,8
restaurant,N38,16-02-25,2:23:00 PM,3,1
L21,L21,16-01-26,7:14:00 AM,2,7
restaurant,L17,16-02-04,7:22:00 PM,3,9
restaurant,L18,16-02-03,6:44:00 AM,4,13
L24,L24,16-03-22,7:37:00 AM,3,11
restaurant,L25,16-03-22,1:51:00 AM,2,0
restaurant,S95,16-01-09,1:44:00 PM,1,2
restaurant,S95,16-01-13,5:17:00 PM,3,7
restaurant,S12,16-03-30,12:36:00 PM,4,9
restaurant,S13,16-04-02,9:39:00 PM,1,9
restaurant,S14,16-03-31,2:48:00 AM,3,9
D22,D22,16-03-30,7:21:00 PM,1,15
D24,D24,16-03-25,2:48:00 AM,1,0
L27,L27,16-03-20,1:28:00 PM,1,1
L27,L27,16-03-20,1:11:00 PM,5,9
L27,L27,16-03-20,3:57:00 AM,4,3
restaurant,L27,16-03-19,4:45:00 PM,2,3
restaurant,L27,16-03-26,4:01:00 PM,5,1
L16,L16,16-01-18,2:27:00 AM,1,6
restaurant,L23,16-01-11,7:39:00 PM,4,6
restaurant,L23,16-01-11,4:47:00 AM,1,12
restaurant,L23,16-01-17,8:38:00 PM,4,3
restaurant,L17,16-03-29,11:48:00 AM,4,8
L17,L17,16-03-29,1:37:00 PM,2,0
S36,S36,16-03-03,3:51:00 PM,3,4
S38,S38,16-03-13,5:55:00 PM,5,0
restaurant,S38,16-03-06,5:27:00 AM,1,9
L20,L20,16-02-08,1:54:00 PM,3,11
restaurant,L15,16-01-25,6:47:00 PM,4,13
restaurant,L15,16-01-27,7:54:00 AM,4,10
restaurant,S98,16-01-08,4:34:00 AM,4,0
restaurant,S98,16-01-13,9:52:00 AM,4,12
S99,S99,16-01-10,12:17:00 PM,1,10
restaurant,S24,16-02-04,7:00:00 PM,1,10
S29,S29,16-02-02,10:04:00 PM,1,10
restaurant,S31,16-02-01,5:21:00 AM,1,9
restaurant,S74,16-03-22,1:44:00 AM,1,7
restaurant,S75,16-03-26,2:17:00 AM,4,15
restaurant,S83,16-03-24,11:07:00 AM,2,7
S83,S83,16-03-26,5:14:00 AM,4,2
S27,S27,16-02-19,12:18:00 PM,2,2
restaurant,S28,16-02-16,2:32:00 PM,5,15
restaurant,S28,16-02-14,4:39:00 AM,4,1
restaurant,L22,16-01-21,7:59:00 AM,2,4
restaurant,L22,16-01-22,2:14:00 AM,2,13
L28,L28,16-03-21,1:38:00 PM,5,11
restaurant,L28,16-03-23,5:44:00 PM,4,10
restaurant,L28,16-03-20,9:05:00 PM,4,5
L28,L28,16-03-30,10:49:00 AM,1,6
L28,L28,16-03-17,12:59:00 PM,1,9
L28,L28,16-03-26,11:19:00 PM,2,3
restaurant,L28,16-03-29,7:36:00 PM,1,3
L28,L28,16-03-24,7:40:00 AM,3,3
restaurant,S36,16-02-09,11:43:00 PM,2,11
S37,S37,16-02-06,8:22:00 AM,4,1
S38,S38,16-02-05,4:02:00 PM,1,11
restaurant,S38,16-02-06,5:58:00 AM,3,11
restaurant,S40,16-02-03,3:49:00 PM,1,11
restaurant,L34,16-03-29,6:44:00 AM,2,13
restaurant,S22,16-03-27,10:22:00 AM,3,0
restaurant,L24,16-03-08,11:17:00 PM,2,6
restaurant,L24,16-03-05,10:37:00 AM,5,8
restaurant,S21,16-01-20,11:32:00 AM,5,8
restaurant,S24,16-01-23,12:46:00 AM,4,11
restaurant,S26,16-01-20,6:52:00 PM,1,3
restaurant,S28,16-01-23,7:14:00 AM,2,5
S101,S101,16-01-09,8:07:00 AM,2,5
restaurant,S102,16-01-11,5:29:00 AM,1,10
restaurant,X23,16-01-13,5:17:00 PM,4,3
X24,X24,16-01-14,7:05:00 PM,3,10
L25,L25,16-03-26,1:08:00 AM,2,2
L25,L25,16-03-26,1:22:00 AM,4,0
restaurant,L25,16-03-26,8:34:00 PM,3,14
L26,L26,16-03-15,8:00:00 PM,4,8
restaurant,S61,16-02-12,6:50:00 AM,4,7
restaurant,S63,16-02-11,7:21:00 PM,1,5
restaurant,S24,16-03-25,10:01:00 AM,4,7
S32,S32,16-02-18,12:15:00 PM,3,2
S33,S33,16-02-17,3:53:00 PM,5,5
restaurant,D20,16-02-09,12:42:00 AM,3,6
restaurant,N44,16-02-19,8:09:00 PM,4,0
restaurant,S40,16-03-03,4:51:00 AM,3,10
S41,S41,16-03-02,3:32:00 AM,5,0
restaurant,S42,16-03-04,12:13:00 PM,4,7
restaurant,S104,16-01-15,6:05:00 PM,2,9
restaurant,S105,16-01-14,8:55:00 PM,4,0
restaurant,N46,16-02-23,2:37:00 PM,3,2
restaurant,S34,16-02-04,3:19:00 AM,4,7
restaurant,L2,16-02-02,6:58:00 PM,2,11
S88,S88,16-03-23,1:08:00 PM,5,2
S88,S88,16-03-20,8:13:00 AM,2,1
S89,S89,16-03-27,11:02:00 PM,4,14
L24,L24,16-01-24,9:43:00 PM,5,14
restaurant,L30,16-03-13,4:54:00 PM,4,13
restaurant,L30,16-03-10,4:30:00 AM,2,8
L31,L31,16-03-11,10:47:00 PM,2,5
restaurant,L15,16-01-29,10:35:00 AM,1,7
restaurant,S22,16-03-28,8:28:00 PM,5,10
S22,S22,16-04-01,8:52:00 AM,5,12
restaurant,S25,16-03-28,2:08:00 PM,1,7
restaurant,S25,16-03-31,8:28:00 AM,2,11
restaurant,S91,16-03-21,3:09:00 PM,1,9
restaurant,S91,16-03-23,8:32:00 PM,1,12
restaurant,S92,16-03-21,3:38:00 AM,4,0
restaurant,L9,16-02-16,11:00:00 PM,1,0
L9,L9,16-02-16,5:05:00 AM,2,9
restaurant,L10,16-02-16,6:47:00 PM,2,7
restaurant,L10,16-02-15,10:41:00 AM,4,7
S27,S27,16-03-26,12:46:00 AM,3,7
restaurant,S28,16-03-29,9:24:00 AM,4,0
S29,S29,16-03-30,8:04:00 PM,1,1
S47,S47,16-03-03,4:42:00 PM,5,4
restaurant,S47,16-03-05,2:07:00 AM,2,4
restaurant,S24,16-02-27,10:16:00 PM,5,1
restaurant,S24,16-02-25,1:10:00 PM,2,4
restaurant,S24,16-03-04,5:54:00 PM,3,8
restaurant,S26,16-02-25,3:35:00 AM,1,10
restaurant,S26,16-02-24,8:50:00 AM,5,10
restaurant,L12,16-02-27,9:57:00 PM,1,15
L12,L12,16-02-27,7:28:00 AM,4,4
restaurant,L14,16-02-27,6:29:00 PM,4,0
restaurant,L32,16-01-17,12:56:00 PM,3,7
restaurant,L32,16-01-16,6:01:00 PM,2,5
L24,L24,16-01-12,3:45:00 AM,1,5
restaurant,D24,16-02-08,12:02:00 AM,2,15
restaurant,N55,16-01-03,11:15:00 AM,2,6
restaurant,N57,16-01-05,9:05:00 PM,5,9
N58,N58,16-01-08,1:53:00 PM,3,1
restaurant,S109,16-01-15,2:46:00 PM,1,9
N55,N55,16-03-06,5:18:00 PM,4,9
restaurant,N56,16-03-03,2:33:00 AM,4,1
restaurant,N61,16-02-27,11:12:00 AM,4,8
restaurant,N62,16-02-29,10:05:00 AM,3,1
L38,L38,16-03-11,1:35:00 PM,4,1
restaurant,L39,16-03-11,7:22:00 AM,5,9
restaurant,L17,16-02-01,2:35:00 PM,3,0
L18,L18,16-02-01,3:34:00 PM,3,13
restaurant,L14,16-02-20,7:43:00 PM,4,10
restaurant,L28,16-03-07,9:54:00 AM,5,6
restaurant,S49,16-03-06,2:10:00 PM,1,0
L19,L19,16-04-02,4:37:00 PM,2,13
restaurant,L19,16-03-31,5:43:00 PM,4,9
restaurant,L19,16-03-26,10:09:00 PM,3,0
L19,L19,16-03-28,6:02:00 AM,2,8
L19,L19,16-03-24,2:27:00 AM,5,12
S38,S38,16-02-01,1:16:00 AM,3,0
S40,S40,16-01-29,6:21:00 AM,3,8
